term_status,section,title,instructor,schedule,term
24UOpen,BIOL 5v01.0u1,Topics in Biological Sciences  - Res in Host-pathog Interaction (6 Credits),"Nicholas Dillon,Xintong Dong",Combined Lec/Lab w/Fee Wednesday & Friday 10:00am - 11:30am SLC 2.216 Wednesday & Friday 12:30pm - 5:30pm SLC 2.216,24u
24UOpen,BIOL 6352.0u1,Modern Biochemistry I  (3 Semester Credit Hours),"Mehmet Candas,Stefanie Boyd",Independent Study,24u
24UOpen,BIOL 6353.0u1,Modern Biochemistry II  (3 Semester Credit Hours),"Mehmet Candas,Stefanie Boyd",Independent Study,24u
24UOpen,BIOL 6v49.022,Topics in Cell Biology  - Comp Analysis Genes & Proteins (2-5 Credits),Mehmet Candas,Independent Study,24u
24UOpen,BIOL 6v51.022,Biotechnology Project Design  (1-6 Credits),Mehmet Candas,Independent Study,24u
24FOpen,BIOL 5312.001,Programming in the Biological Sciences for Graduate Students  (3 Semester Credit Hours),Alonso Morcos Gonzalez,Monday & Wednesday 10:00am - 11:15am SCI 2.240,24f
24FOpen,BIOL 5325.001,Nutritional Physiology  (3 Semester Credit Hours),Mehmet Candas,Friday 10:00am - 12:45pm GR 4.301,24f
24FOpen,BIOL 5375.001,Genes to Genomes  (3 Semester Credit Hours),Jing Pan,Tuesday & Thursday 11:30am - 12:45pm SLC 1.204,24f
24FOpen,BIOL 5376.501,Applied Bioinformatics  (3 Semester Credit Hours),Zhenyu Xuan,Tuesday & Thursday 5:30pm - 6:45pm SCI 2.240,24f
24FOpen,BIOL 5420.001,Molecular Biology  (4 Credits),Tae Hoon Kim,Monday & Wednesday 8:30am - 9:45am JO 3.516,24f
24FOpen,BIOL 5460.001,Quantitative Biology  (4 Credits),"Zhenyu Xuan,Michael Zhang",Tuesday & Thursday 8:00am - 9:45am SLC 2.302,24f
24FOpen,BIOL 6100.001,Biological Sciences Department Seminar  (1 Semester Credit Hour),Tian Hong,Seminar Monday 12:00pm - 1:50pm See instructor for room assignment,24f
24FOpen,BIOL 6111.001,Graduate Research Presentation  (1 Semester Credit Hour),Michael Zhang,Wednesday 2:00pm - 2:50pm See instructor for room assignment,24f
24FOpen,BIOL 6111.002,Graduate Research Presentation  (1 Semester Credit Hour),Nicole De Nisco,Thursday 11:00am - 11:50am See instructor for room assignment,24f
24FOpen,BIOL 6111.003,Graduate Research Presentation  (1 Semester Credit Hour),Nikki Delk,Friday 12:00pm - 12:50pm See instructor for room assignment,24f
24FOpen,BIOL 6111.004,Graduate Research Presentation  (1 Semester Credit Hour),Nicholas Dillon,Friday 10:00am - 10:50am See instructor for room assignment,24f
24FOpen,BIOL 6111.005,Graduate Research Presentation  (1 Semester Credit Hour),Xintong Dong,Tuesday 3:00pm - 3:50pm See instructor for room assignment,24f
24FOpen,BIOL 6111.006,Graduate Research Presentation  (1 Semester Credit Hour),Lin Jia,Tuesday 9:30am - 10:20am See instructor for room assignment,24f
24FOpen,BIOL 6111.007,Graduate Research Presentation  (1 Semester Credit Hour),Purna Joshi,Friday 1:30pm - 2:20pm See instructor for room assignment,24f
24FOpen,BIOL 6111.008,Graduate Research Presentation  (1 Semester Credit Hour),Tae Hoon Kim,Monday 10:30am - 11:20am See instructor for room assignment,24f
24FOpen,BIOL 6111.009,Graduate Research Presentation  (1 Semester Credit Hour),Alonso Morcos Gonzalez,Wednesday 11:00am - 11:50am See instructor for room assignment,24f
24FOpen,BIOL 6111.011,Graduate Research Presentation  (1 Semester Credit Hour),Lawrence Reitzer,Wednesday 3:30pm - 4:20pm See instructor for room assignment,24f
24FOpen,BIOL 6111.012,Graduate Research Presentation  (1 Semester Credit Hour),Erica Sanchez,Friday 10:00am - 10:50am See instructor for room assignment,24f
24FOpen,BIOL 6111.013,Graduate Research Presentation  (1 Semester Credit Hour),Darshan Sapkota,Tuesday 3:00pm - 3:50pm See instructor for room assignment,24f
24FOpen,BIOL 6111.014,Graduate Research Presentation  (1 Semester Credit Hour),Duane Winkler,Friday 11:00am - 11:50am See instructor for room assignment,24f
24FOpen,BIOL 6111.015,Graduate Research Presentation  (1 Semester Credit Hour),Zhenyu Xuan,Wednesday 10:00am - 10:50am See instructor for room assignment,24f
24FOpen,BIOL 6111.016,Graduate Research Presentation  (1 Semester Credit Hour),Li Zhang,Tuesday 2:30pm - 3:20pm See instructor for room assignment,24f
24FOpen,BIOL 6111.017,Graduate Research Presentation  (1 Semester Credit Hour),Tian Hong,,24f
24FOpen,BIOL 6111.501,Graduate Research Presentation  (1 Semester Credit Hour),Joseph Boll,Friday 5:00pm - 5:50pm See instructor for room assignment,24f
24FOpen,BIOL 6193.001,Colloquium in Molecular and Cell Biology  (1 Semester Credit Hour),Darshan Sapkota,Seminar Wednesday 9:00am - 9:50am ECSW 2.325,24f
24FOpen,BIOL 6252.001,Current Research in Molecular Biology  (2 Semester Credit Hours),"Tian Hong,Michael Zhang",Monday 12:00pm - 1:50pm SLC 2.304,24f
24FOpen,BIOL 6341.001,Tumor Biology  (3 Semester Credit Hours),Li Zhang,Tuesday & Thursday 1:00pm - 2:15pm SCI 3.220,24f
24FOpen,BIOL 6342.001,Stem Cell Biology in Development  Regeneration  and Cancer  (3 Semester Credit Hours),Purna Joshi,Tuesday & Thursday 1:00pm - 2:15pm FN 2.302,24f
24FOpen,BIOL 6343.001,Molecular Neuropathology  (3 Semester Credit Hours),"Uma Srikanth,Darshan Sapkota",Friday 1:00pm - 3:45pm JSOM 2.714,24f
24FOpen,BIOL 6352.001,Modern Biochemistry I  (3 Semester Credit Hours),Stefanie Boyd,Independent Study,24f
24FOpen,BIOL 6353.001,Modern Biochemistry II  (3 Semester Credit Hours),Mehmet Candas,Independent Study,24f
24FOpen,BIOL 6354.001,Microbial Physiology  (3 Semester Credit Hours),Lawrence Reitzer,Independent Study,24f
24FOpen,BIOL 6356.001,Eukaryotic Molecular and Cell Biology  (3 Semester Credit Hours),"Uma Srikanth,Nikki Delk",Independent Study,24f
24FOpen,BIOL 6373.001,Proteomics  (3 Semester Credit Hours),Duane Winkler,Tuesday & Thursday 1:00pm - 2:15pm AD 3.218,24f
24FOpen,BIOL 6398.001,The Art of Scientific Writing  (3 Semester Credit Hours),Joseph Boll,Monday & Wednesday 2:30pm - 3:45pm HH 2.502,24f
24FOpen,BIOL 6399.001,Inner Workings of the Pharmaceutical Industry  (3 Semester Credit Hours),Subha Sarcar,Monday & Wednesday 4:00pm - 5:15pm FN 2.214,24f
24FFull,BIOL 6684.001,Biotechnology Laboratory  (Non-Enroll),"Mehmet Candas,Li Liu",Monday & Wednesday 11:30am - 12:20pm CB 1.106,24f
24FOpen,BIOL 6684.002,Biotechnology Laboratory  (Non-Enroll),Li Liu,Tuesday & Thursday 11:30am - 12:20pm FO 3.206,24f
24FFull,BIOL 6684.301,Biotechnology Laboratory  (6 Credits),"Mehmet Candas,Li Liu",Laboratory Monday & Wednesday 12:30pm - 4:30pm FO 3.206,24f
24FOpen,BIOL 6684.302,Biotechnology Laboratory  (6 Credits),Li Liu,Laboratory Tuesday & Thursday 12:30pm - 4:30pm FO 3.206,24f
24FOpen,BIOL 6v00.001,Topics in Biological Sciences  - Quant Mol & Cell Bio: Cmaba (3 Semester Credit Hours),Yuki Shindo,Monday & Wednesday 10:00am - 11:15am AD 3.214,24f
24FOpen,BIOL 6v49.022,Topics in Cell Biology  - Comp Analysis Genes & Proteins (2-5 Credits),Mehmet Candas,Independent Study,24f
24FOpen,BIOL 6v51.022,Biotechnology Project Design  (1-6 Credits),Mehmet Candas,Independent Study,24f
25SOpen,BIOL 5370.001,Host-Pathogen Interactions  (3 Semester Credit Hours),Mehmet Candas,Friday 10:00am - 12:45pm SLC 2.303,25s
25SOpen,BIOL 5381.001,Genomics  (3 Semester Credit Hours),Tae Hoon Kim,Tuesday & Thursday 10:00am - 11:15am SCI 2.210,25s
25SOpen,BIOL 5410.001,Biochemistry  (4 Credits),"Kelli Palmer,Nicholas Dillon",Monday & Wednesday 10:00am - 11:15am ECSW 3.250,25s
25SOpen,BIOL 5440.001,Cell Biology  (4 Credits),"Yuki Shindo,Jon Sin",Tuesday & Thursday 1:00pm - 2:15pm SCI 2.215,25s
25SOpen,BIOL 5v01.001,Topics in Biological Sciences  - Laboratory Techniques Workshop (3 Semester Credit Hours),Li Liu,Combined Lec/Lab w/Fee Monday 5:00pm - 6:00pm See instructor for room assignment Wednesday & Friday 5:00pm - 6:00pm See instructor for room assignment,25s
25SOpen,BIOL 6100.001,Biological Sciences Department Seminar  (1 Semester Credit Hour),Jon Sin,Seminar Monday 1:00pm - 2:50pm ECSW 4.325,25s
25SOpen,BIOL 6111.001,Graduate Research Presentation  (1 Semester Credit Hour),Michael Zhang,Wednesday 2:00pm - 2:50pm See instructor for room assignment,25s
25SOpen,BIOL 6111.002,Graduate Research Presentation  (1 Semester Credit Hour),Nicole De Nisco,Thursday 11:00am - 11:50am See instructor for room assignment,25s
25SOpen,BIOL 6111.003,Graduate Research Presentation  (1 Semester Credit Hour),Nikki Delk,Friday 12:00pm - 12:50pm See instructor for room assignment,25s
25SOpen,BIOL 6111.004,Graduate Research Presentation  (1 Semester Credit Hour),Nicholas Dillon,Friday 10:00am - 10:50am See instructor for room assignment,25s
25SOpen,BIOL 6111.005,Graduate Research Presentation  (1 Semester Credit Hour),Xintong Dong,Tuesday 3:00pm - 3:50pm See instructor for room assignment,25s
25SOpen,BIOL 6111.006,Graduate Research Presentation  (1 Semester Credit Hour),Lin Jia,Tuesday 9:30am - 10:20am See instructor for room assignment,25s
25SOpen,BIOL 6111.007,Graduate Research Presentation  (1 Semester Credit Hour),Purna Joshi,Friday 1:30pm - 2:20pm See instructor for room assignment,25s
25SOpen,BIOL 6111.009,Graduate Research Presentation  (1 Semester Credit Hour),Alonso Morcos Gonzalez,Wednesday 11:30am - 12:20pm See instructor for room assignment,25s
25SOpen,BIOL 6111.010,Graduate Research Presentation  (1 Semester Credit Hour),Lawrence Reitzer,Wednesday 3:30pm - 4:20pm See instructor for room assignment,25s
25SOpen,BIOL 6111.011,Graduate Research Presentation  (1 Semester Credit Hour),Erica Sanchez,Friday 10:00am - 10:50am See instructor for room assignment,25s
25SOpen,BIOL 6111.012,Graduate Research Presentation  (1 Semester Credit Hour),Darshan Sapkota,Tuesday 3:00pm - 3:50pm See instructor for room assignment,25s
25SOpen,BIOL 6111.013,Graduate Research Presentation  (1 Semester Credit Hour),Duane Winkler,Friday 11:00am - 11:50am See instructor for room assignment,25s
25SOpen,BIOL 6111.014,Graduate Research Presentation  (1 Semester Credit Hour),Zhenyu Xuan,Wednesday 10:00am - 10:50am See instructor for room assignment,25s
25SOpen,BIOL 6111.015,Graduate Research Presentation  (1 Semester Credit Hour),Li Zhang,Tuesday 2:30pm - 3:20pm See instructor for room assignment,25s
25SOpen,BIOL 6111.016,Graduate Research Presentation  (1 Semester Credit Hour),Tian Hong,Thursday 9:30am - 10:20am See instructor for room assignment,25s
25SOpen,BIOL 6111.501,Graduate Research Presentation  (1 Semester Credit Hour),Joseph Boll,Friday 5:00pm - 5:50pm See instructor for room assignment,25s
25SOpen,BIOL 6252.001,Current Research in Molecular Biology  (2 Semester Credit Hours),"Zhenyu Xuan,Yuki Shindo",Monday 1:00pm - 2:50pm See instructor for room assignment,25s
25SOpen,BIOL 6331.001,Molecular Genetics  (3 Semester Credit Hours),"Uma Srikanth,Jing Pan",Independent Study,25s
25SOpen,BIOL 6333.001,Macromolecules  Structure  Function  and Dynamics  (3 Semester Credit Hours),Stefanie Boyd,Independent Study,25s
25SOpen,BIOL 6351.001,Cellular and Molecular Biology of the Immune System  (3 Semester Credit Hours),Xintong Dong,Monday & Wednesday 10:00am - 11:15am AD 3.214,25s
25SOpen,BIOL 6352.001,Modern Biochemistry I  (3 Semester Credit Hours),Stefanie Boyd,Independent Study,25s
25SOpen,BIOL 6353.001,Modern Biochemistry II  (3 Semester Credit Hours),"Mehmet Candas,Lawrence Reitzer",Independent Study,25s
25SOpen,BIOL 6356.001,Eukaryotic Molecular and Cell Biology  (3 Semester Credit Hours),"Purna Joshi,Darshan Sapkota",Independent Study,25s
25SOpen,BIOL 6370.001,Microbial Genetics  (3 Semester Credit Hours),Brandon Kim,Monday & Wednesday 8:30am - 9:45am JO 4.112,25s
25SOpen,BIOL 6385.001,Computational Biology  (3 Semester Credit Hours),Michael Zhang,Tuesday & Thursday 1:00pm - 2:15pm SCI 3.240,25s
25SOpen,BIOL 6399.001,Inner Workings of the Pharmaceutical Industry  (3 Semester Credit Hours),Subha Sarcar,Wednesday & Friday 2:30pm - 3:45pm FN 2.214,25s
25SFull,BIOL 6684.001,Biotechnology Laboratory  (Non-Enroll),"Mehmet Candas,Li Liu",Monday & Wednesday 11:30am - 12:20pm FO 3.704A,25s
25SFull,BIOL 6684.002,Biotechnology Laboratory  (Non-Enroll),Li Liu,Tuesday & Thursday 11:30am - 12:20pm FO 3.704A,25s
25SFull,BIOL 6684.301,Biotechnology Laboratory  (6 Credits),"Mehmet Candas,Li Liu",Laboratory Monday & Wednesday 12:30pm - 4:30pm FO 3.206,25s
25SFull,BIOL 6684.302,Biotechnology Laboratory  (6 Credits),Li Liu,Laboratory Tuesday & Thursday 12:30pm - 4:30pm FO 3.206,25s
25SOpen,BIOL 6v00.001,Topics in Biological Sciences  - Lipid Metab in Health &disease (3 Semester Credit Hours),Lin Jia,Monday & Wednesday 10:00am - 11:15am CB 1.219,25s
25SFull,BIOL 6v00.002,Topics in Biological Sciences  - Quant Sys Pharmacology (3 Semester Credit Hours),Eberhard Voit,Tuesday & Thursday 11:30am - 12:45pm SCI 2.240,25s
25SOpen,BIOL 6v02.001,The Art of Scientific Presentation  (1 Semester Credit Hour),Eberhard Voit,Tuesday 4:00pm - 5:15pm SLC 2.302,25s
25SCancelled,BIOL 6v49.022,Topics in Cell Biology  (2-5 Credits),-Staff-,Independent Study,25s
25SOpen,BIOL 6v51.022,Biotechnology Project Design  (1-6 Credits),Mehmet Candas,Independent Study,25s
25UOpen,BIOL 5330.0w1,Emerging Topics in Biology  (3 Semester Credit Hours),Vinita Hajeri,No Meeting Room,25u
25UOpen,BIOL 5v01.0u1,Topics in Biological Sciences  - Res in Host-pathog Interaction (6 Credits),"Nicholas Dillon,Xintong Dong",Combined Lec/Lab w/Fee Wednesday & Friday 10:00am - 11:30am SLC 2.216 Wednesday & Friday 12:30pm - 5:30pm SLC 2.216,25u
25UOpen,BIOL 6352.0u1,Modern Biochemistry I  (3 Semester Credit Hours),Stefanie Boyd,Independent Study,25u
25UOpen,BIOL 6v51.022,Biotechnology Project Design  (1-6 Credits),Mehmet Candas,Independent Study,25u
25FFull,BIOL 5325.001,Nutritional Physiology  (3 Semester Credit Hours),Mehmet Candas,Friday 10:00am - 12:45pm FN 2.214,25f
25FOpen,BIOL 5375.001,Genes to Genomes  (3 Semester Credit Hours),Jing Pan,Tuesday & Thursday 11:30am - 12:45pm SLC 1.204,25f
25FOpen,BIOL 5376.501,Applied Bioinformatics  (3 Semester Credit Hours),Zhenyu Xuan,Tuesday & Thursday 5:30pm - 6:45pm SCI 2.240,25f
25FOpen,BIOL 5398.001,Biological Barriers in Health and Disease  (3 Semester Credit Hours),Brandon Kim,"Monday, Wednesday, Friday 9:00am - 9:50am SLC 2.302",25f
25FFull,BIOL 5420.001,Molecular Biology  (4 Credits),Tae Hoon Kim,Monday & Wednesday 8:30am - 9:45am JO 3.516,25f
25FOpen,BIOL 5460.001,Quantitative Biology  (4 Credits),"Zhenyu Xuan,Michael Zhang",Tuesday & Thursday 8:00am - 9:45am SLC 2.302,25f
25FOpen,BIOL 6100.001,Biological Sciences Department Seminar  (1 Semester Credit Hour),Tian Hong,Seminar Thursday 3:00pm - 4:00pm See instructor for room assignment,25f
25FOpen,BIOL 6111.001,Graduate Research Presentation  (1 Semester Credit Hour),Michael Zhang,Wednesday 2:00pm - 2:50pm See instructor for room assignment,25f
25FOpen,BIOL 6111.002,Graduate Research Presentation  (1 Semester Credit Hour),Nicole De Nisco,Thursday 11:00am - 11:50am See instructor for room assignment,25f
25FOpen,BIOL 6111.004,Graduate Research Presentation  (1 Semester Credit Hour),Nicholas Dillon,Friday 10:00am - 10:50am See instructor for room assignment,25f
25FOpen,BIOL 6111.005,Graduate Research Presentation  (1 Semester Credit Hour),Xintong Dong,Tuesday 3:00pm - 3:50pm See instructor for room assignment,25f
25FOpen,BIOL 6111.006,Graduate Research Presentation  (1 Semester Credit Hour),Lin Jia,Tuesday 9:30am - 10:20am See instructor for room assignment,25f
25FOpen,BIOL 6111.007,Graduate Research Presentation  (1 Semester Credit Hour),Purna Joshi,Friday 1:30pm - 2:20pm See instructor for room assignment,25f
25FOpen,BIOL 6111.008,Graduate Research Presentation  (1 Semester Credit Hour),Tae Hoon Kim,Monday 1:00pm - 1:50pm See instructor for room assignment,25f
25FOpen,BIOL 6111.009,Graduate Research Presentation  (1 Semester Credit Hour),Alonso Morcos Gonzalez,Wednesday 11:00am - 11:50am See instructor for room assignment,25f
25FOpen,BIOL 6111.011,Graduate Research Presentation  (1 Semester Credit Hour),Lawrence Reitzer,Wednesday 3:30pm - 4:20pm See instructor for room assignment,25f
25FOpen,BIOL 6111.012,Graduate Research Presentation  (1 Semester Credit Hour),Erica Sanchez,Friday 10:00am - 10:50am See instructor for room assignment,25f
25FOpen,BIOL 6111.013,Graduate Research Presentation  (1 Semester Credit Hour),Darshan Sapkota,Tuesday 3:00pm - 3:50pm See instructor for room assignment,25f
25FOpen,BIOL 6111.014,Graduate Research Presentation  (1 Semester Credit Hour),Duane Winkler,Friday 11:00am - 11:50am See instructor for room assignment,25f
25FOpen,BIOL 6111.015,Graduate Research Presentation  (1 Semester Credit Hour),Zhenyu Xuan,Wednesday 10:00am - 10:50am See instructor for room assignment,25f
25FOpen,BIOL 6111.016,Graduate Research Presentation  (1 Semester Credit Hour),Kelli Palmer,Tuesday 9:00am - 9:50am See instructor for room assignment,25f
25FOpen,BIOL 6111.017,Graduate Research Presentation  (1 Semester Credit Hour),Tian Hong,Friday 10:00am - 10:50am See instructor for room assignment,25f
25FOpen,BIOL 6111.018,Graduate Research Presentation  (1 Semester Credit Hour),Jon Sin,Friday 10:00am - 10:50am See instructor for room assignment,25f
25FOpen,BIOL 6111.501,Graduate Research Presentation  (1 Semester Credit Hour),Joseph Boll,Friday 5:00pm - 5:50pm See instructor for room assignment,25f
25FFull,BIOL 6193.001,Colloquium in Molecular and Cell Biology  (1 Semester Credit Hour),Tian Hong,Seminar Friday 12:00pm - 12:50pm SLC 1.202,25f
25FOpen,BIOL 6252.001,Current Research in Molecular Biology  (2 Semester Credit Hours),"Tian Hong,Michael Zhang",Friday 1:00pm - 2:50pm CB 1.206,25f
25FOpen,BIOL 6342.001,Stem Cell Biology in Development  Regeneration  and Cancer  (3 Semester Credit Hours),Purna Joshi,Tuesday & Thursday 8:30am - 9:45am FN 2.210,25f
25FOpen,BIOL 6343.001,Molecular Neuropathology  (3 Semester Credit Hours),"Uma Srikanth,Darshan Sapkota",Friday 1:00pm - 3:45pm SLC 2.302,25f
25FOpen,BIOL 6354.001,Microbial Physiology  (3 Semester Credit Hours),Lawrence Reitzer,Independent Study,25f
25FOpen,BIOL 6373.001,Proteomics  (3 Semester Credit Hours),Duane Winkler,Tuesday & Thursday 1:00pm - 2:15pm SLC 2.302,25f
25FOpen,BIOL 6394.501,Laboratory Techniques and Research Strategy Workshop  (3 Semester Credit Hours),Li Liu,"Combined Lec/Lab no Fee Monday, Wednesday, Friday 5:00pm - 5:50pm SCI 2.215",25f
25FOpen,BIOL 6396.001,Cellular Dynamics  (3 Semester Credit Hours),Yuki Shindo,Tuesday & Thursday 8:30am - 9:45am JO 3.536,25f
25FOpen,BIOL 6397.001,Lipid Metabolism in Health and Disease  (3 Semester Credit Hours),Lin Jia,Monday & Wednesday 10:00am - 11:15am JO 4.112,25f
25FFull,BIOL 6398.001,The Art of Scientific Writing  (3 Semester Credit Hours),Joseph Boll,Monday & Wednesday 2:30pm - 3:45pm FN 2.210,25f
25FOpen,BIOL 6399.001,Inner Workings of the Pharmaceutical Industry  (3 Semester Credit Hours),Subha Sarcar,Monday & Wednesday 4:00pm - 5:15pm GR 3.302,25f
25FOpen,BIOL 6431.002,Molecular Genetics  (4 Credits),Elizabeth Pickett,Tuesday & Thursday 10:00am - 11:15am GR 4.428,25f
25FOpen,BIOL 6431.202,Molecular Genetics  (Non-Enroll),Elizabeth Pickett,Secondary Lecture Thursday 6:00pm - 6:50pm SLC 1.102,25f
25FOpen,BIOL 6452.003,Modern Biochemistry I  (4 Credits),Stefanie Boyd,Tuesday & Thursday 2:30pm - 3:45pm SLC 1.102,25f
25FOpen,BIOL 6452.203,Modern Biochemistry I  (Non-Enroll),Stefanie Boyd,Secondary Lecture Wednesday 7:00pm - 7:50pm SCI 1.220,25f
25FOpen,BIOL 6453.001,Modern Biochemistry II  (4 Credits),Mehmet Candas,Tuesday & Thursday 8:30am - 9:45am SCI 1.210,25f
25FOpen,BIOL 6453.201,Modern Biochemistry II  (Non-Enroll),Mehmet Candas,Secondary Lecture Thursday 7:00pm - 7:50pm SCI 1.210,25f
25FOpen,BIOL 6456.001,Eukaryotic Molecular and Cell Biology  (4 Credits),"Uma Srikanth,Nikki Delk","Monday, Wednesday, Friday 10:00am - 10:50am SCI 1.210",25f
25FOpen,BIOL 6456.201,Eukaryotic Molecular and Cell Biology  (Non-Enroll),"Nikki Delk,Uma Srikanth",Secondary Lecture Wednesday 6:00pm - 6:50pm SLC 2.303,25f
25FOpen,BIOL 6684.001,Biotechnology Laboratory  (Non-Enroll),"Mehmet Candas,Li Liu",Monday & Wednesday 11:30am - 12:20pm FO 3.704A,25f
25FOpen,BIOL 6684.002,Biotechnology Laboratory  (Non-Enroll),Li Liu,Tuesday & Thursday 11:30am - 12:20pm FO 3.704A,25f
25FOpen,BIOL 6684.301,Biotechnology Laboratory  (6 Credits),"Mehmet Candas,Li Liu",Laboratory Monday & Wednesday 12:30pm - 4:30pm FO 3.206,25f
